"year","level","samp","inc_var","geo_var","geo_var_val","geo_abb","group_var","group_var_val","pctl10","pctl25","pctl50","pctl75","pctl90","pctl95","pctl98","pctl99","pctl99_9","pctl99_99","pctl99_999","pce","pctl10_adj","pctl25_adj","pctl50_adj","pctl75_adj","pctl90_adj","pctl95_adj","pctl98_adj","pctl99_adj","pctl99_9_adj","pctl99_99_adj","pctl99_999_adj"
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","16to24_NH_NHOPI",1016,3212,8827,17780,26530,32880,41750,48910,75970,NA,NA,0.7902604,1285.65217237255,4064.48304887857,11169.7359503273,22498.9130165196,33571.2127293738,41606.5388067022,52830.6872013326,61890.991880651,96132.8696212033,NA,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","16to24_NH_White",936,2623,6783,15190,25000,31900,41010,48180,77450,159700,575600,0.7902604,1184.41971785503,3319.1591024933,8583.24673740453,19221.5123015148,31635.1420367261,40366.4412388625,51894.2869970455,60967.2457331786,98005.6700297775,202085.287330606,728367.510253582
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","25to34_Hispanic",4140,12090,23230,35770,50610,62580,80000,96400,201400,545200,3482000,0.7902604,5238.77952128185,15298.7546889608,29395.3739805259,45263.5612261477,64042.1815391484,79189.0875463328,101232.454517524,121985.107693616,254852.704247866,689899.177536923,4406142.58287521
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","25to34_NH_AIAN",2218,7665,18520,30910,44960,56240,72130,86030,173200,413900,NA,0.7902604,2806.66980149834,9699.33454846023,23435.3132208067,39113.6896142082,56892.6394388483,71166.4155258191,91273.7118043622,108862.850776782,219168.264030439,523751.411560038,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","25to34_NH_Asian",6294,16600,32880,55000,81330,100400,131100,164200,415600,1478000,NA,0.7902604,7964.46335916617,21005.7343123861,41606.5388067022,69597.3124807975,102915.444073877,127046.730419492,165894.684840592,207779.612897217,525902.601218535,1870269.59721125,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","25to34_NH_Black",2432,8452,19200,31110,44680,55560,70850,84030,165700,1950000,9592000,0.7902604,3077.46661733272,10695.2088197764,24295.7890842057,39366.770750502,56538.3258480369,70305.9396624201,89653.9925320818,106332.039413844,209677.721419421,2467541.07886464,12137771.2966511
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","25to34_NH_NHOPI",4350,12440,23500,35890,50120,61460,76520,88930,174100,NA,NA,0.7902604,5504.51471439035,15741.6466774749,29737.0335145226,45415.409907924,63422.1327552285,77771.8331830875,96828.8427460113,112532.527253042,220307.129143761,NA,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","25to34_NH_White",5029,14570,27720,42310,61030,76930,103700,132000,334700,1145000,5329000,0.7902604,6363.72517210783,18436.960779004,35077.0454903219,53539.3143829553,77227.7087400558,97347.6590754136,131222.56916834,167033.549953914,423531.281587689,1448889.50528206,6743346.87654854
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","35to44_Hispanic",5473,14410,26410,41740,61370,77670,104700,135300,379200,1195000,4218000,0.7902604,6925.56529468008,18234.4958699689,33419.3640475975,52818.0331445179,77657.9466717553,98284.0592797007,132487.974849809,171209.388702762,479841.834413062,1512159.78935551,5337481.16443643
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","35to44_NH_AIAN",3142,10790,23500,38340,56240,70810,93370,117200,295400,853900,NA,0.7902604,3975.90465117574,13653.727303051,29737.0335145226,48515.6538275232,71166.4155258191,89603.3763048231,118150.928478765,148305.545868172,373800.838305956,1080529.91140642,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","35to44_NH_Asian",7851,19360,37980,67190,103400,136500,204000,283700,873000,3294000,NA,0.7902604,9934.70000521347,24498.2539932407,48060.1077821943,85022.6077379051,130842.947463899,172727.875520525,258142.759019685,358995.591832768,1104699.15992248,4168246.31475903,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","35to44_NH_Black",4076,13130,25740,40720,59020,73070,94000,114700,270300,791100,3804000,0.7902604,5157.79355766783,16614.7765976886,32571.5422410132,51527.3193494195,74684.243320303,92463.1931449431,118948.13405809,145142.031664499,342039.155701083,1001062.43461016,4813603.21230825
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","35to44_NH_NHOPI",6419,16820,29850,45530,64340,79150,101500,123500,326300,NA,NA,0.7902604,8122.6390693498,21284.1235623093,37772.359591851,57613.9206772856,81416.2015457183,100156.859688275,128438.676669108,156277.601661427,412901.873863349,NA,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","35to44_NH_White",6808,18860,35160,55780,85760,116100,180000,255600,873300,3347000,12270000,0.7902604,8614.88187944126,23865.5511525062,44491.6637604516,70584.3289123433,108521.191242785,146913.599618556,227773.022664428,323437.692183488,1105078.78162692,4235312.81587689,15526527.7116252
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","45to54_Hispanic",5934,14610,26010,42250,63070,80410,110300,145900,461300,1586000,NA,0.7902604,7508.91731383731,18487.5770062627,32913.2017750099,53463.3900420671,79809.1363302527,101751.270846926,139574.246666036,184622.688926334,583731.64086167,2006933.41080991,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","45to54_NH_AIAN",4056,13040,25860,41600,60830,75950,99610,126900,340600,NA,NA,0.7902604,5132.48544403845,16500.8900863563,32723.3909227895,52640.8763491123,76974.627603762,96107.561507574,126047.059931132,160579.980978422,430997.175108357,NA,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","45to54_NH_Asian",7500,17510,33430,59510,95000,127000,193200,272600,873800,3235000,NA,0.7902604,9490.54261101784,22157.253482523,42302.5119315102,75304.2921042229,120213.539739559,160706.521546569,244476.377659819,344949.588768462,1105711.48446765,4093587.37955236,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","45to54_NH_Black",5060,14980,27790,44480,64250,78860,100500,122300,317300,1074000,4313000,0.7902604,6402.95274823337,18955.7771084063,35165.6238880248,56285.2447117431,81302.3150343861,99789.8920406489,127173.270987639,154759.114843664,401513.222730128,1359045.70189775,5457694.70417599
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","45to54_NH_NHOPI",7672,18490,31460,48500,68710,85560,114200,141400,420400,NA,NA,0.7902604,9708.19238823051,23397.3510503626,39809.6627390162,61372.1755512487,86946.0243737381,108268.110106491,144509.328823765,178928.363359723,531976.548489586,NA,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","45to54_NH_White",8543,20730,37160,58910,90740,125100,203000,301500,1118000,4931000,18630000,0.7902604,10810.3607367901,26231.8597768533,47022.4751233897,74545.0486953414,114822.911536501,158302.250751778,256877.353338216,381519.812962917,1414723.55188239,6239715.41532386,23574507.8457683
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","55to64_Hispanic",4428,12100,22700,37810,58010,74470,102300,134700,446400,1745000,NA,0.7902604,5603.21635754493,15311.4087457754,28724.7089693473,47844.9888163446,73406.1835820193,94234.7610989998,129451.001214283,170450.14529388,564877.096207782,2208132.91416348,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","55to64_NH_AIAN",3528,12070,25050,41230,60960,76490,100500,127500,368000,NA,NA,0.7902604,4464.35124422279,15273.4465753314,31698.4123207996,52172.6762469687,77139.130342353,96790.8805755673,127173.270987639,161339.224387303,465669.290780609,NA,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","55to64_NH_Asian",6108,15120,29040,53270,88150,120800,194500,286100,880700,3375000,NA,0.7902604,7729.09790241293,19132.933903812,36747.3809898611,67408.160651856,111545.510821496,152861.006321461,246121.405045729,362032.565468294,1114442.78366979,4270744.17495803,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","55to64_NH_Black",3451,12580,25970,43390,64110,78850,99850,120400,310100,1222000,NA,0.7902604,4366.91500674967,15918.8034728806,32862.5855477511,54905.9525189419,81125.1582389805,99777.2379838342,126350.757294684,152354.844048873,392402.301823551,1546325.74275517,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","55to64_NH_NHOPI",5390,15680,28690,45870,66390,82980,110700,137200,NA,NA,NA,0.7902604,6820.53662311815,19841.5610854346,36304.4890013469,58044.1586089851,84010.2831927299,105003.363448301,140080.408938623,173613.659497553,NA,NA,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","55to64_NH_White",4741,15210,31800,53660,84630,117200,192000,288300,1183000,6140000,27730000,0.7902604,5999.28833584474,19246.8204151442,40239.9006707156,67901.6688676289,107091.282822725,148305.545868172,242957.890842057,364816.457967526,1496974.92117788,7769590.88421994,35089699.5471366
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","65plus_Hispanic",999.5,5009,12770,23580,39680,55010,83370,118500,409000,1839000,NA,0.7902604,1264.77297862831,6338.41705847845,16159.2305523597,29838.2659690401,50211.2974406917,69609.9665376122,105496.871664074,149950.573254082,517550.923720839,2327081.04822157,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","65plus_NH_AIAN",686.3,3994,11990,24430,41670,55700,77890,98950,NA,NA,NA,0.7902604,868.447919192206,5054.03029178737,15172.2141208138,30913.8607982888,52729.4547468151,70483.0964578258,98562.4485296239,125211.892181362,NA,NA,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","65plus_NH_Asian",2000,7239,17970,35570,71180,103900,165000,235100,672100,NA,NA,0.7902604,2530.81136293809,9160.27172815442,22739.3400959987,45010.4800898539,90071.5764069666,131475.650304634,208791.937442392,297496.875713372,850479.158515345,NA,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","65plus_NH_Black",135,2829,10050,21840,39550,54700,75740,93320,218600,691000,NA,0.7902604,170.829766998321,3579.83267287593,12717.3270987639,27636.4600832839,50046.7947021007,69217.6907763568,95841.8263144655,118087.658194691,276617.681969133,874395.32589511,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","65plus_NH_NHOPI",1070,5385,14290,27830,47380,62990,97480,124200,NA,NA,NA,0.7902604,1353.98407917188,6814.20959471081,18082.6471881927,35216.2401152835,59954.9211880033,79707.9038757351,123351.745829602,157163.385638455,NA,NA,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXrea","65plus_NH_White",397,3068,10400,25150,52020,81760,143500,223100,1007000,5556000,29810000,0.7902604,502.366055543211,3882.26463074703,13160.2190872781,31824.9528889465,65826.4035500197,103459.568516909,181585.715290808,282312.007535744,1274263.52123933,7030593.96624201,37721743.3645922
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXsex","16to24_Female",830,2376,6147,13490,22230,28370,36460,43000,68500,134100,426400,0.7902604,1050.28671561931,3006.60389917045,7778.44872399022,17070.3226430174,28129.9682990569,35899.5591832768,46136.6911463614,54412.4443031689,86680.2891806296,169690.901884999,539568.982578401
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXsex","16to24_Male",879,2640,7337,16530,26600,33740,43450,51170,88130,241100,1480000,0.7902604,1112.29159401129,3340.67099907828,9284.28148493838,20917.1559146833,33659.7911270766,42694.7876927656,54981.87685983,64750.808720771,111520.202707867,305089.309802187,1872800.40857419
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXsex","25to34_Female",3330,10640,22140,35140,50200,62880,82560,100800,203700,462000,1312000,0.7902604,4213.80091929192,13463.9164508306,28016.0817877247,44466.3556468222,63523.3652097461,79568.7092507736,104471.893062084,127552.89269208,257763.137315244,584617.424838699,1660212.25408739
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXsex","25to34_Male",5836,16100,29550,45100,65470,82530,111500,143000,395800,1799000,8418000,0.7902604,7384.90755705335,20373.0314716516,37392.7378874103,57069.7962342539,82846.1099657784,104433.93089164,141092.733483799,180953.012450073,500847.568725448,2276464.82096281,10652185.0266064
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXsex","35to44_Female",4264,12730,25380,41260,61840,79870,111500,146600,384300,1126000,3837000,0.7902604,5395.68982578401,16108.6143251009,32115.9961956844,52210.6384174128,78252.6873420457,101067.951778933,141092.733483799,185508.472903362,486295.403388554,1424846.79733414,4855361.59979673
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXsex","35to44_Male",9616,23570,39960,61960,94360,128400,202300,292000,1027000,3986000,14340000,0.7902604,12168.1410330063,29825.6119122254,50565.611031503,78404.536023822,119403.680103419,162478.089500625,255991.569361188,369498.458988961,1299571.63486871,5043907.04633561,18145917.4722661
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXsex","45to54_Female",5887,14960,27570,44300,64930,82480,113800,150400,444900,1548000,5767000,0.7902604,7449.44324680827,18930.4689947769,34887.2346381016,56057.4716890787,82162.7908977851,104370.660607567,144003.166551177,190317.014492944,562978.987685578,1958847.99491408,7297594.56503198
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXsex","45to54_Male",10910,25260,42910,66890,103700,146200,244400,366000,1383000,6273000,23250000,0.7902604,13805.5759848273,31964.1475139081,54298.5577918367,84642.9860334644,131222.56916834,185002.310630774,309265.148551035,463138.47941767,1750056.05747169,7937889.83985532,29420682.0941553
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXsex","55to64_Female",4000,11960,24450,40440,59780,74800,99400,126400,353000,1223000,5173000,0.7902604,5061.62272587618,15134.2519503698,30939.1689119182,51173.0057586082,75645.9516382195,94652.3449738846,125781.324738023,159947.278137687,446688.205558573,1547591.14843664,6545943.59023937
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXsex","55to64_Male",5551,18890,37920,63120,100600,143500,244800,372400,1582000,8375000,36460000,0.7902604,7024.26693783467,23903.5133229503,47984.1834413062,79872.4066143261,127299.811555786,181585.715290808,309771.310823622,471237.075779072,2001871.78808403,10597772.5823033,46136691.1463614
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXsex","65plus_Female",594,3307,9771,20750,36420,49930,70930,90970,251700,816500,NA,0.7902604,751.650974792613,4184.69658861813,12364.278913634,26257.1678904827,46086.0749191026,63181.7056757494,89755.2249865994,115113.954843239,318502.610025759,1033203.73891948,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xagedXsex","65plus_Male",278,3196,11840,30160,65850,103500,185000,290400,1315000,7570000,39430000,0.7902604,351.782779448394,4044.23655797507,14982.4032685935,38164.6353531064,83326.9641247366,130969.488032046,234100.051071773,367473.809898611,1664008.47113179,9579121.00872067,49894946.0203244
2005,"pik","all_w2_pik","WC","usst",0,"US","xall","All_sample_members",2597,9582,24390,43640,68980,92210,137900,196000,696900,3008000,12810000,0.7902604,3286.25855477511,12125.1172398364,30863.24457103,55222.3039393091,87287.6839077347,116683.057888261,174499.443474581,248019.513567933,881861.219415777,3806340.28985889,16209846.7796185
2005,"pik","all_w2_pik","WC","usst",0,"US","xfb","Foreign_Born",4079,12000,24620,43100,71500,96880,144200,202000,695300,2938000,12600000,0.7902604,5161.58977471223,15184.8681776285,31154.2878777679,54538.9848713158,90476.5062250367,122592.502420721,182471.499267836,255611.947656747,879836.570325427,3717761.89215605,15944111.58651
2005,"pik","all_w2_pik","WC","usst",0,"US","xfb","Not_Foreign_Born",2447,9207,24360,43710,68640,91520,137000,195000,697200,3019000,12840000,0.7902604,3096.44770255475,11650.5901092855,30825.2824005859,55310.882337012,86857.4459760352,115809.927968047,173360.578361259,246754.107886464,882240.841120218,3820259.75235505,16247808.9500625
2005,"pik","all_w2_pik","WC","usst",0,"US","xred","Hispanic",2516,8707,20140,34510,52380,67100,90000,113800,315500,1023000,4393000,0.7902604,3183.76069457612,11017.887268551,25485.2704247866,43669.1500674967,66281.9495953486,84908.7212265729,113886.511332214,144003.166551177,399235.492503484,1294510.01214283,5558927.15869351
2005,"pik","all_w2_pik","WC","usst",0,"US","xred","NH_AIAN",1533,5867,17120,31850,49180,62840,82880,101800,247500,759300,NA,0.7902604,1939.86690969205,7424.13513317889,21663.74526675,40303.1709547891,62232.6514146476,79518.0930235148,104876.822880154,128818.298373549,313187.906163589,960822.533939446,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xred","NH_Asian",3699,12000,28200,53120,85940,112800,164100,225800,700100,2484000,9504000,0.7902604,4680.735615754,15184.8681776285,35684.4402174271,67218.3497996357,108748.96426545,142737.760869708,207653.07232907,285728.60287571,885910.517596478,3143267.71276911,12026415.5966818
2005,"pik","all_w2_pik","WC","usst",0,"US","xred","NH_Black",1657,6700,18900,34170,52590,66620,86000,103400,240200,957700,6222000,0.7902604,2096.77721419421,8478.2180658426,23916.1673797649,43238.9121357973,66547.6847884571,84301.3264994678,108824.888606338,130842.947463899,303950.444688865,1211879.0211429,7873354.1501004
2005,"pik","all_w2_pik","WC","usst",0,"US","xred","NH_NHOPI",2920,9935,22510,37680,55800,69870,91120,111100,274900,NA,NA,0.7902604,3694.98458988961,12571.805445395,28484.2818898682,47680.4860777536,70609.6370259727,88413.8949642422,115303.765695459,140586.571211211,347860.02183584,NA,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xred","NH_Other",1962,7198,20710,39540,64040,84930,121800,165200,547700,2168000,NA,0.7902604,2482.72594704227,9108.39009521418,26206.5516632239,50034.140645286,81036.5798412776,107470.904527166,154126.41200293,209045.018578686,693062.691740596,2743399.51742489,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xred","NH_White",2828,10400,26550,46800,73860,99950,154200,222100,813300,3571000,15170000,0.7902604,3578.56726719446,13160.2190872781,33596.5208430031,59220.9858927513,93462.8636333037,126477.297862831,195125.556082527,281046.601854275,1029154.44073877,4518763.68852596,19196204.1878854
2005,"pik","all_w2_pik","WC","usst",0,"US","xredXsex","Hispanic_Female",2021,6915,16530,28600,43620,56000,74090,90470,200900,536500,1593000,0.7902604,2557.38488224894,8750.28028735845,20917.1559146833,36190.6024900147,55196.9958256797,70862.7181622665,93753.9069400415,114481.252002504,254220.001407131,678890.148108143,2015791.25058019
2005,"pik","all_w2_pik","WC","usst",0,"US","xredXsex","Hispanic_Male",3238,11220,24300,39790,59250,75370,102300,132700,404400,1442000,6447000,0.7902604,4097.38359659677,14197.8517460827,30749.3580596978,50350.4920656533,74975.2866270409,95373.6262123219,129451.001214283,167919.333930942,511730.057586082,1824714.99267836,8158070.42843093
2005,"pik","all_w2_pik","WC","usst",0,"US","xredXsex","NH_AIAN_Female",1396,5213,15080,27930,42210,53700,70230,84550,185400,453400,NA,0.7902604,1766.50633133079,6596.55981749813,19082.3176765532,35342.7806834304,53412.7738148084,67952.2850948877,88869.441009571,106990.050368208,234606.213344361,573734.935978065,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xredXsex","NH_AIAN_Male",1717,6741,19830,36580,55820,70790,93350,117700,316900,1023000,NA,0.7902604,2172.70155508235,8530.09969878283,25092.9946635312,46288.5398281377,70634.9451396021,89578.0681911937,118125.620365135,148938.248708907,401007.06045754,1294510.01214283,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xredXsex","NH_Asian_Female",3100,10050,24040,44430,71470,92060,124300,157800,397100,1150000,NA,0.7902604,3922.75761255404,12717.3270987639,30420.3525825158,56221.9744276697,90438.5440545926,116493.24703604,157289.926206602,199681.016535815,502492.596111358,1455216.5336894,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xredXsex","NH_Asian_Male",4500,14400,33320,62280,98660,131600,201600,287400,918700,3526000,NA,0.7902604,5694.3255666107,18221.8418131542,42163.3173065486,78809.4658418921,124844.924533736,166527.387681326,255105.785384159,363677.592854204,1162528.19956561,4461820.43285985,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xredXsex","NH_Black_Female",1822,6840,18080,32000,48940,61980,79250,93530,176800,432600,1396000,0.7902604,2305.5691516366,8655.37486124827,22878.5347209603,40492.9818070094,61928.9540510951,78429.8441374514,100283.400256422,118353.3933878,223723.724483727,547414.497803509,1766506.33133079
2005,"pik","all_w2_pik","WC","usst",0,"US","xredXsex","NH_Black_Male",1476,6515,20070,36940,56780,71660,93470,114900,320000,1817000,8740000,0.7902604,1867.73878584831,8244.11801477083,25396.6920270837,46744.0858734665,71849.7345938124,90678.9711340718,118277.469046912,145395.112800793,404929.818070094,2299242.12322925,11059645.6560395
2005,"pik","all_w2_pik","WC","usst",0,"US","xredXsex","NH_NHOPI_Female",2322,7962,19100,31970,47110,59070,76540,91630,182600,NA,NA,0.7902604,2938.27199237112,10075.1600358565,24169.2485160588,40455.0196365654,59613.2616540067,74747.5136043765,96854.1508596407,115949.122593009,231063.077436248,NA,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xredXsex","NH_NHOPI_Male",3838,12620,26570,43340,62720,77900,101700,124900,362400,NA,NA,0.7902604,4856.62700547819,15969.4197001393,33621.8289566325,54842.6822348684,79366.2443417385,98575.1025864386,128691.757805402,158049.169615484,458583.018964382,NA,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xredXsex","NH_Other_Female",1729,6064,17540,33310,52400,68260,92400,117000,286700,842300,NA,0.7902604,2187.88642325998,7673.42005242829,22195.215652967,42150.6632497339,66307.257708978,86376.591817077,116923.48496774,148052.464731878,362791.808877175,1065851.20550138,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xredXsex","NH_Other_Male",2265,8755,24640,46330,74590,99530,148400,209100,757200,3187000,NA,0.7902604,2866.14386852739,11078.6267412615,31179.5959913973,58626.2452224608,94386.6097807761,125945.827476614,187786.203130006,264596.327995177,958165.182008361,4032847.90684185,NA
2005,"pik","all_w2_pik","WC","usst",0,"US","xredXsex","NH_White_Female",2381,8271,21120,37250,56390,72280,99440,129600,355600,1151000,4370000,0.7902604,3012.9309275778,10466.1703914305,26725.3679926262,47136.3616347219,71356.2263780394,91463.5226565826,125831.940965282,163996.576318388,449978.260330392,1456481.93937087,5529822.82801973
2005,"pik","all_w2_pik","WC","usst",0,"US","xredXsex","NH_White_Male",3471,13690,33280,56430,89310,123700,201100,299300,1150000,5318000,21970000,0.7902604,4392.22312037906,17323.4037793112,42112.7010792898,71406.8426052982,113013.381412,156530.682797721,254473.082543425,378735.920463685,1455216.5336894,6729427.41405238,27800962.8218749
2005,"pik","all_w2_pik","WC","usst",0,"US","xsex","Female",2249,7866,20000,35620,54510,69950,94980,121500,320300,1007000,3781000,0.7902604,2845.89737762388,9953.68109043551,25308.1136293809,45073.7503739274,68977.2636968776,88515.1274187597,120188.23162593,153746.790298489,405309.439774535,1274263.52123933,4784498.88163446
2005,"pik","all_w2_pik","WC","usst",0,"US","xsex","Male",3075,12050,30000,51990,82210,112100,177500,260300,983600,4512000,18170000,0.7902604,3891.12247051731,15248.138461702,37962.1704440714,65788.4413795756,104029.00107357,141851.97689268,224609.508460755,329385.098886392,1244653.02829295,5709510.43478833,22992421.2322925
2005,"pik","all_w2_pik","TC","usst",0,"US","xaged","16to24",854,2499,6690,14990,24640,31540,40950,48680,81100,185800,1018000,0.7902604,1080.65645197456,3162.24879799114,8465.56400902791,18968.431165221,31179.5959913973,39910.8951935337,51818.3626561574,61599.9485739131,102624.40076714,235112.375616949,1288182.98373549
2005,"pik","all_w2_pik","TC","usst",0,"US","xaged","25to34",4352,13090,26040,41110,60800,77540,104000,130300,314300,1128000,6367000,0.7902604,5507.04552575328,16564.1603704298,32951.1639454539,52020.8275651924,76936.6654333179,98119.5565411097,131602.190872781,164882.360295417,397717.005685721,1427377.60869708,8056837.97391341
2005,"pik","all_w2_pik","TC","usst",0,"US","xaged","35to44",6161,17260,33130,53960,84260,112900,169500,235900,763100,2866000,10460000,0.7902604,7796.16440353079,21840.9020621557,41922.8902270695,68281.2905720697,106623.082720582,142864.301437855,214486.263009003,298509.200258548,965631.075529028,3626652.68309028,13236143.4281662
